FlightDate,IATA_CODE_Reporting_Airline,flight_number,Tail_Number,Origin,OriginCityName,Dest,route,CRSDepTime,scheduled_departure_hour,scheduled_departure_bucket,DepTime,DepDelay,DepDelayMinutes,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,Distance
2024-04-14,NK,NK612.0,N970NK,LAS,"Las Vegas, NV",MSP,LAS→MSP,1651,16,evening,1646.0,-5.0,0.0,2159,2140.0,-19.0,0.0,False,,False,188.0,174.0,1299.0
2024-04-14,WN,WN664.0,N8854Q,LAS,"Las Vegas, NV",MSP,LAS→MSP,1155,11,late_morning,1147.0,-8.0,0.0,1705,1656.0,-9.0,0.0,False,,False,190.0,189.0,1299.0
2024-04-14,DL,DL2066.0,N356DN,LAX,"Los Angeles, CA",MSP,LAX→MSP,830,8,early_morning,822.0,-8.0,0.0,1414,1342.0,-32.0,0.0,False,,False,224.0,200.0,1535.0
2024-04-14,DL,DL2067.0,N847DN,LAX,"Los Angeles, CA",MSP,LAX→MSP,600,6,early_morning,551.0,-9.0,0.0,1139,1113.0,-26.0,0.0,False,,False,219.0,202.0,1535.0
2024-04-14,DL,DL2070.0,N882DN,LAX,"Los Angeles, CA",MSP,LAX→MSP,30,0,red_eye,32.0,2.0,2.0,608,608.0,0.0,0.0,False,,False,218.0,216.0,1535.0
2024-04-14,DL,DL2074.0,N831DN,LAX,"Los Angeles, CA",MSP,LAX→MSP,1130,11,late_morning,1302.0,92.0,92.0,1704,1810.0,66.0,66.0,False,,False,214.0,188.0,1535.0
2024-04-14,DL,DL2075.0,N688DL,LAX,"Los Angeles, CA",MSP,LAX→MSP,1330,13,afternoon,1340.0,10.0,10.0,1900,1854.0,-6.0,0.0,False,,False,210.0,194.0,1535.0
2024-04-14,DL,DL2078.0,N327DN,LAX,"Los Angeles, CA",MSP,LAX→MSP,1825,18,evening,1848.0,23.0,23.0,2358,2.0,4.0,4.0,False,,False,213.0,194.0,1535.0
2024-04-14,DL,DL1534.0,N358NW,LGA,"New York, NY",MSP,LGA→MSP,600,6,early_morning,558.0,-2.0,0.0,759,745.0,-14.0,0.0,False,,False,179.0,167.0,1020.0
2024-04-14,DL,DL1563.0,N343NW,LGA,"New York, NY",MSP,LGA→MSP,1145,11,late_morning,1144.0,-1.0,0.0,1350,1336.0,-14.0,0.0,False,,False,185.0,172.0,1020.0
2024-04-14,DL,DL2119.0,N366NW,LGA,"New York, NY",MSP,LGA→MSP,1810,18,evening,1910.0,60.0,60.0,2019,2132.0,73.0,73.0,False,,False,189.0,202.0,1020.0
2024-04-14,DL,DL2121.0,N347NW,LGA,"New York, NY",MSP,LGA→MSP,1500,15,afternoon,1453.0,-7.0,0.0,1708,1642.0,-26.0,0.0,False,,False,188.0,169.0,1020.0
2024-04-14,DL,DL2620.0,N341NW,LGA,"New York, NY",MSP,LGA→MSP,730,7,early_morning,724.0,-6.0,0.0,930,909.0,-21.0,0.0,False,,False,180.0,165.0,1020.0
2024-04-14,YX,YX4523.0,N106HQ,LGA,"New York, NY",MSP,LGA→MSP,1400,14,afternoon,1354.0,-6.0,0.0,1622,1555.0,-27.0,0.0,False,,False,202.0,181.0,1020.0
2024-04-14,DL,DL1266.0,N361NW,MCI,"Kansas City, MO",MSP,MCI→MSP,1746,17,evening,1751.0,5.0,5.0,1915,1913.0,-2.0,0.0,False,,False,89.0,82.0,393.0
